soru,cevap,dönem
"Cezayir ne zaman Fransız işgaline uğradı?","1830 yılında Fransa, Cezayir'i işgal ederek Osmanlı toprağı olmaktan çıkardı.",gerileme
"1830 yılında hangi Kuzey Afrika vilayeti Fransa tarafından işgal edildi?","1830 yılında Fransa, Cezayir'i işgal ederek Osmanlı toprağı olmaktan çıkardı.",gerileme
"Osmanlı'nın Cezayir'i kaybı hangi yılda oldu?","1830 yılında Fransa, Cezayir'i işgal ederek Osmanlı toprağı olmaktan çıkardı.",gerileme
"Fransa Cezayir'i hangi yılda işgal etti?","1830 yılında Fransa, Cezayir'i işgal ederek Osmanlı toprağı olmaktan çıkardı.",gerileme
"Takvim-i Vekayi adlı ilk Osmanlı gazetesi ne zaman yayınlandı?","1831 yılında Takvim-i Vekayi adlı ilk Osmanlı gazetesi yayınlandı.",gerileme
"İlk Osmanlı gazetesi hangisiydi ve ne zaman çıkarıldı?","1831 yılında Takvim-i Vekayi adlı ilk Osmanlı gazetesi yayınlandı.",gerileme
"Osmanlı'da resmi gazetenin yayın hayatına başlaması hakkında bilgi verir misin?","1831 yılında Takvim-i Vekayi adlı ilk Osmanlı gazetesi yayınlandı.",gerileme
"Takvim-i Vekayi hangi tarihte yayın hayatına başladı?","1831 yılında Takvim-i Vekayi adlı ilk Osmanlı gazetesi yayınlandı.",gerileme
"Tanzimat Fermanı ne zaman ilan edildi ve önemi nedir?","1839 yılında Tanzimat Fermanı ilan edilerek can ve mal güvenliği, vergide eşitlik gibi ilkeler getirildi.",çöküş
"1839 yılında ilan edilen ve Osmanlı'da hukukun üstünlüğünü başlatan ferman hangisidir?","1839 yılında Tanzimat Fermanı ilan edilerek can ve mal güvenliği, vergide eşitlik gibi ilkeler getirildi.",çöküş
"Tanzimat Fermanı'nın getirdiği yenilikler nelerdir?","1839 yılında Tanzimat Fermanı ilan edilerek can ve mal güvenliği, vergide eşitlik gibi ilkeler getirildi.",çöküş
"Osmanlı'da modernleşme hareketlerinin başlangıcı sayılan ferman hangisidir ve ne zaman çıkarılmıştır?","1839 yılında Tanzimat Fermanı ilan edilerek can ve mal güvenliği, vergide eşitlik gibi ilkeler getirildi.",çöküş
"Islahat Fermanı ne zaman ilan edildi ve hangi hakları getirdi?","1856 yılında Islahat Fermanı ilan edilerek gayrimüslimlere eşit haklar tanındı ve cizye kaldırıldı.",çöküş
"1856 yılında ilan edilen Islahat Fermanı ile hangi haklar tanındı?","1856 yılında Islahat Fermanı ilan edilerek gayrimüslimlere eşit haklar tanındı ve cizye kaldırıldı.",çöküş
"Gayrimüslimlere eşitlik getiren ferman hangisidir?","1856 yılında Islahat Fermanı ilan edilerek gayrimüslimlere eşit haklar tanındı ve cizye kaldırıldı.",çöküş
"Islahat Fermanı'nın Osmanlı'daki azınlıklara etkisi nedir?","1856 yılında Islahat Fermanı ilan edilerek gayrimüslimlere eşit haklar tanındı ve cizye kaldırıldı.",çöküş
"Kırım Savaşı hangi yıllar arasında yapıldı ve Osmanlı hangi devletlerle ittifak yaptı?","1853-1856 Kırım Savaşı'nda Osmanlı, İngiltere, Fransa ve Sardinya ile birlikte Rusya'ya karşı savaştı.",çöküş
"Kırım Savaşı ne zaman yapıldı ve Osmanlı'nın yanında kimler savaştı?","1853-1856 Kırım Savaşı'nda Osmanlı, İngiltere, Fransa ve Sardinya ile birlikte Rusya'ya karşı savaştı.",çöküş
"Osmanlı'nın Rusya'ya karşı İngiltere ve Fransa ile ittifakı hangi savaştadır?","1853-1856 Kırım Savaşı'nda Osmanlı, İngiltere, Fransa ve Sardinya ile birlikte Rusya'ya karşı savaştı.",çöküş
"Kırım Savaşı'nın müttefikleri hangileridir?","1853-1856 Kırım Savaşı'nda Osmanlı, İngiltere, Fransa ve Sardinya ile birlikte Rusya'ya karşı savaştı.",çöküş
"Osmanlı maliyesi iflasını ne zaman ilan etti?","1875 yılında Osmanlı maliyesi iflasını ilan etti; bu durum 1881'de Düyun-ı Umumiye İdaresi'nin kurulmasına yol açtı.",çöküş
"1875 yılında Osmanlı'da ne oldu?","1875 yılında Osmanlı maliyesi iflasını ilan etti; bu durum 1881'de Düyun-ı Umumiye İdaresi'nin kurulmasına yol açtı.",çöküş
"Düyun-ı Umumiye İdaresi'nin kurulmasına yol açan olay nedir?","1875 yılında Osmanlı maliyesi iflasını ilan etti; bu durum 1881'de Düyun-ı Umumiye İdaresi'nin kurulmasına yol açtı.",çöküş
"Osmanlı Devleti'nin iflası hangi yılda gerçekleşti?","1875 yılında Osmanlı maliyesi iflasını ilan etti; bu durum 1881'de Düyun-ı Umumiye İdaresi'nin kurulmasına yol açtı.",çöküş
"I. Meşrutiyet hangi padişah döneminde ve ne zaman ilan edildi?","1876 yılında II. Abdülhamid döneminde I. Meşrutiyet ilan edildi ve Kanun-u Esasi yürürlüğe girdi.",çöküş
"Kanun-u Esasi hangi yılda ilan edildi ve hangi padişah döneminde?","1876 yılında II. Abdülhamid döneminde I. Meşrutiyet ilan edildi ve Kanun-u Esasi yürürlüğe girdi.",çöküş
"Osmanlı'da anayasal monarşiye geçiş hangi yılda oldu?","1876 yılında II. Abdülhamid döneminde I. Meşrutiyet ilan edildi ve Kanun-u Esasi yürürlüğe girdi.",çöküş
"I. Meşrutiyet hakkında bilgi verir misin?","1876 yılında II. Abdülhamid döneminde I. Meşrutiyet ilan edildi ve Kanun-u Esasi yürürlüğe girdi.",çöküş
"93 Harbi olarak bilinen savaş hangi yıllar arasında yapıldı ve hangi antlaşma ile sona erdi?","1877-1878 Osmanlı-Rus Savaşı (93 Harbi), 1878 yılında Ayastefanos Antlaşması ile sona erdi.",çöküş
"Ayastefanos Antlaşması ne zaman imzalandı ve hangi savaşı bitirdi?","1877-1878 Osmanlı-Rus Savaşı (93 Harbi), 1878 yılında Ayastefanos Antlaşması ile sona erdi.",çöküş
"1878 yılında imzalanan ve büyük Bulgaristan'ın kurulmasını öngören antlaşma hangisidir?","1877-1878 Osmanlı-Rus Savaşı (93 Harbi), 1878 yılında Ayastefanos Antlaşması ile sona erdi.",çöküş
"93 Harbi'nin sonunda imzalanan antlaşma hangisidir ve sonuçları nelerdir?","1877-1878 Osmanlı-Rus Savaşı (93 Harbi), 1878 yılında Ayastefanos Antlaşması ile sona erdi.",çöküş
"Berlin Antlaşması ne zaman imzalandı ve hangi devletler bağımsız oldu?","1878 yılında Berlin Antlaşması ile Sırbistan, Karadağ ve Romanya bağımsız oldu; Bosna-Hersek Avusturya-Macaristan'a bırakıldı.",çöküş
"Berlin Kongresi sonucunda hangi iki devlet bağımsızlık kazandı?","1878 yılında Berlin Antlaşması ile Sırbistan, Karadağ ve Romanya bağımsız oldu; Bosna-Hersek Avusturya-Macaristan'a bırakıldı.",çöküş
"Sırbistan, Karadağ ve Romanya'nın bağımsızlığı hangi yılda tanındı?","1878 yılında Berlin Antlaşması ile Sırbistan, Karadağ ve Romanya bağımsız oldu; Bosna-Hersek Avusturya-Macaristan'a bırakıldı.",çöküş
"1878 Berlin Kongresi'nin sonuçları nelerdir?","1878 yılında Berlin Antlaşması ile Sırbistan, Karadağ ve Romanya bağımsız oldu; Bosna-Hersek Avusturya-Macaristan'a bırakıldı.",çöküş
"Kıbrıs hangi yılda İngiliz idaresine girdi?","1878 yılında Kıbrıs'ın yönetimi İngiltere'ye devredildi.",çöküş
"1878 yılında hangi ada İngiltere tarafından geçici olarak yönetilmeye başlandı?","1878 yılında Kıbrıs'ın yönetimi İngiltere'ye devredildi.",çöküş
"Kıbrıs ne zaman İngiliz idaresine girdi?","1878 yılında Kıbrıs'ın yönetimi İngiltere'ye devredildi.",çöküş
"1878 Berlin Kongresi sonrası İngiltere'nin yönetimini devraldığı ada hangisidir?","1878 yılında Kıbrıs'ın yönetimi İngiltere'ye devredildi.",çöküş
"Tunus hangi yılda ve hangi devlet tarafından işgal edildi?","1881 yılında Fransa Tunus'u işgal etti.",çöküş
"Osmanlı'nın Tunus'u kaybı hangi yılda oldu?","1881 yılında Fransa Tunus'u işgal etti.",çöküş
"Fransa Tunus'u ne zaman işgal etti?","1881 yılında Fransa Tunus'u işgal etti.",çöküş
"1881 yılında Tunus hangi devlet tarafından işgal edildi?","1881 yılında Fransa Tunus'u işgal etti.",çöküş
"Mısır hangi yılda ve hangi devlet tarafından işgal edildi?","1882 yılında İngiltere Mısır'ı işgal etti (Mısır, 1914'e kadar de jure Osmanlı toprağı olarak kaldı).",çöküş
"İngiltere'nin Mısır'ı işgali hangi yılda gerçekleşti?","1882 yılında İngiltere Mısır'ı işgal etti (Mısır, 1914'e kadar de jure Osmanlı toprağı olarak kaldı).",çöküş
"Mısır ne zaman İngiliz işgaline uğradı?","1882 yılında İngiltere Mısır'ı işgal etti (Mısır, 1914'e kadar de jure Osmanlı toprağı olarak kaldı).",çöküş
"1882 yılında Mısır hangi devlet tarafından işgal edildi?","1882 yılında İngiltere Mısır'ı işgal etti (Mısır, 1914'e kadar de jure Osmanlı toprağı olarak kaldı).",çöküş
"Hamidiye Katliamları olarak bilinen olaylar hangi yıllar arasında yaşandı?","1894-1896 yılları arasında Hamidiye Katliamları olarak bilinen olaylarda 100.000-300.000 arasında Ermeni hayatını kaybetti.",çöküş
"1894-1896 yılları arasında Osmanlı topraklarında yaşanan ve Hamidiye Katliamları olarak bilinen olaylar hangi etnik gruba yönelikti?","1894-1896 yılları arasında Hamidiye Katliamları olarak bilinen olaylarda 100.000-300.000 arasında Ermeni hayatını kaybetti.",çöküş
"II. Abdülhamid dönemindeki Ermeni olayları hakkında bilgi verir misin?","1894-1896 yılları arasında Hamidiye Katliamları olarak bilinen olaylarda 100.000-300.000 arasında Ermeni hayatını kaybetti.",çöküş
"Hamidiye Katliamları ne zaman ve kime karşı yapıldı?","1894-1896 yılları arasında Hamidiye Katliamları olarak bilinen olaylarda 100.000-300.000 arasında Ermeni hayatını kaybetti.",çöküş
"II. Meşrutiyet ne zaman ilan edildi ve hangi olayla tetiklendi?","1908 yılında Jön Türk Devrimi ile II. Meşrutiyet ilan edildi ve 1876 Anayasası yeniden yürürlüğe kondu.",çöküş
"1908 yılında ilan edilen meşrutiyet hangisidir ve önemi nedir?","1908 yılında Jön Türk Devrimi ile II. Meşrutiyet ilan edildi ve 1876 Anayasası yeniden yürürlüğe kondu.",çöküş
"Jön Türk Devrimi hangi yılda oldu ve sonucunda ne ilan edildi?","1908 yılında Jön Türk Devrimi ile II. Meşrutiyet ilan edildi ve 1876 Anayasası yeniden yürürlüğe kondu.",çöküş
"II. Meşrutiyet'in ilanı hakkında bilgi verir misin?","1908 yılında Jön Türk Devrimi ile II. Meşrutiyet ilan edildi ve 1876 Anayasası yeniden yürürlüğe kondu.",çöküş
"Trablusgarp Savaşı sonucunda Osmanlı hangi toprağını İtalya'ya kaybetti ve hangi yılda?","1912 yılında Uşi Antlaşması ile Osmanlı, Trablusgarp (Libya) ve On İki Ada'yı İtalya'ya bıraktı.",çöküş
"Libya ne zaman İtalya tarafından işgal edildi?","1912 yılında Uşi Antlaşması ile Osmanlı, Trablusgarp (Libya) ve On İki Ada'yı İtalya'ya bıraktı.",çöküş
"Uşi Antlaşması hangi yılda imzalandı ve ne kaybedildi?","1912 yılında Uşi Antlaşması ile Osmanlı, Trablusgarp (Libya) ve On İki Ada'yı İtalya'ya bıraktı.",çöküş
"1911-1912 Trablusgarp Savaşı sonucunda Osmanlı hangi topraklarını kaybetti?","1912 yılında Uşi Antlaşması ile Osmanlı, Trablusgarp (Libya) ve On İki Ada'yı İtalya'ya bıraktı.",çöküş
"Balkan Savaşları sonucunda Osmanlı hangi başkentini kaybetti ve ne zaman geri aldı?","1912-1913 Balkan Savaşları'nda Osmanlı, Edirne dahil Balkan topraklarının çoğunu kaybetti; sonrasında Edirne geri alındı.",çöküş
"Edirne ne zaman Bulgarların eline geçti?","1912-1913 Balkan Savaşları'nda Osmanlı, Edirne dahil Balkan topraklarının çoğunu kaybetti; sonrasında Edirne geri alındı.",çöküş
"Balkan Savaşları sonucu Osmanlı'nın elinde kalan Avrupa toprakları nerelerdir?","1912-1913 Balkan Savaşları'nda Osmanlı, Edirne dahil Balkan topraklarının çoğunu kaybetti; sonrasında Edirne geri alındı.",çöküş
"I. Balkan Savaşı'nda Edirne hangi devletin eline geçti?","1912-1913 Balkan Savaşları'nda Osmanlı, Edirne dahil Balkan topraklarının çoğunu kaybetti; sonrasında Edirne geri alındı.",çöküş
"Osmanlı Devleti I. Dünya Savaşı'na hangi yılda ve hangi tarafta girdi?","1914 yılında Osmanlı, Almanya ile gizli ittifak imzalayarak İttifak Devletleri yanında I. Dünya Savaşı'na girdi.",çöküş
"Osmanlı-Alman İttifakı ne zaman imzalandı?","1914 yılında Osmanlı, Almanya ile gizli ittifak imzalayarak İttifak Devletleri yanında I. Dünya Savaşı'na girdi.",çöküş
"Osmanlı Devleti hangi devletlerle ittifak yaparak I. Dünya Savaşı'na girdi?","1914 yılında Osmanlı, Almanya ile gizli ittifak imzalayarak İttifak Devletleri yanında I. Dünya Savaşı'na girdi.",çöküş
"I. Dünya Savaşı'nda Osmanlı'nın yanında hangi devletler vardı?","1914 yılında Osmanlı, Almanya ile gizli ittifak imzalayarak İttifak Devletleri yanında I. Dünya Savaşı'na girdi.",çöküş
"Çanakkale Savaşı hangi yılda yapıldı ve hangi komutan ün kazandı?","1915 yılında Çanakkale Savaşı'nda Mustafa Kemal (Atatürk) büyük bir zafer kazanarak ün kazandı.",çöküş
"1915 yılındaki Çanakkale Zaferi'nin önemi nedir ve kim öne çıktı?","1915 yılında Çanakkale Savaşı'nda Mustafa Kemal (Atatürk) büyük bir zafer kazanarak ün kazandı.",çöküş
"Mustafa Kemal'in Anafartalar Kahramanı olarak tanındığı savaş hangisidir ve ne zaman olmuştur?","1915 yılında Çanakkale Savaşı'nda Mustafa Kemal (Atatürk) büyük bir zafer kazanarak ün kazandı.",çöküş
"Çanakkale Savaşı'nın kazanılmasında en büyük pay sahibi olan komutan kimdir?","1915 yılında Çanakkale Savaşı'nda Mustafa Kemal (Atatürk) büyük bir zafer kazanarak ün kazandı.",çöküş
"Tehcir Kanunu ne zaman çıkarıldı ve hangi grubun zorunlu göçüne neden oldu?","1915 yılında Tehcir Kanunu ile Doğu Anadolu'daki Ermeni nüfus Suriye ve Irak'a zorunlu göçe tabi tutuldu.",çöküş
"1915 yılında çıkarılan Tehcir Kanunu hangi grubun zorunlu göçüne neden oldu?","1915 yılında Tehcir Kanunu ile Doğu Anadolu'daki Ermeni nüfus Suriye ve Irak'a zorunlu göçe tabi tutuldu.",çöküş
"Tehcir Kanunu hakkında bilgi verir misin?","1915 yılında Tehcir Kanunu ile Doğu Anadolu'daki Ermeni nüfus Suriye ve Irak'a zorunlu göçe tabi tutuldu.",çöküş
"Ermenilerin zorunlu göçü hangi yılda ve hangi kanunla başladı?","1915 yılında Tehcir Kanunu ile Doğu Anadolu'daki Ermeni nüfus Suriye ve Irak'a zorunlu göçe tabi tutuldu.",çöküş
"Arap İsyanı ne zaman başladı ve hangi devlet tarafından desteklendi?","1916 yılında Arap İsyanı başladı; İngiltere tarafından desteklenen Şerif Hüseyin önderliğindeki isyan, Osmanlı'nın Arap topraklarındaki kontrolünü zayıflattı.",çöküş
"Osmanlı'nın Ortadoğu'daki hakimiyetini sarsan isyan hangisidir ve ne zaman olmuştur?","1916 yılında Arap İsyanı başladı; İngiltere tarafından desteklenen Şerif Hüseyin önderliğindeki isyan, Osmanlı'nın Arap topraklarındaki kontrolünü zayıflattı.",çöküş
"1916 yılında başlayan Arap İsyanı hangi devlet tarafından desteklendi?","1916 yılında Arap İsyanı başladı; İngiltere tarafından desteklenen Şerif Hüseyin önderliğindeki isyan, Osmanlı'nın Arap topraklarındaki kontrolünü zayıflattı.",çöküş
"Şerif Hüseyin önderliğindeki Arap İsyanı ne zaman başladı?","1916 yılında Arap İsyanı başladı; İngiltere tarafından desteklenen Şerif Hüseyin önderliğindeki isyan, Osmanlı'nın Arap topraklarındaki kontrolünü zayıflattı.",çöküş
"Mondros Mütarekesi ne zaman imzalandı ve Osmanlı'nın durumu ne oldu?","30 Ekim 1918'de Mondros Mütarekesi imzalanarak Osmanlı Devleti fiilen teslim oldu.",çöküş
"I. Dünya Savaşı'nda Osmanlı'nın teslim olduğu antlaşma hangisidir ve tarihi nedir?","30 Ekim 1918'de Mondros Mütarekesi imzalanarak Osmanlı Devleti fiilen teslim oldu.",çöküş
"Mondros Ateşkes Antlaşması'nın imza tarihi ve Osmanlı için sonuçları nelerdir?","30 Ekim 1918'de Mondros Mütarekesi imzalanarak Osmanlı Devleti fiilen teslim oldu.",çöküş
"30 Ekim 1918'de imzalanan ve Osmanlı'nın fiilen sonunu getiren antlaşma hangisidir?","30 Ekim 1918'de Mondros Mütarekesi imzalanarak Osmanlı Devleti fiilen teslim oldu.",çöküş
"Mustafa Kemal Atatürk Samsun'a ne zaman çıkarak Kurtuluş Savaşı'nı başlattı?","1919 yılında Mustafa Kemal Atatürk, 19 Mayıs'ta Samsun'a çıkarak Türk Kurtuluş Savaşı'nı başlattı.",çöküş
"1919 yılında Yunanistan'ın İzmir'i işgali üzerine Anadolu'da hangi lider milli mücadeleyi başlattı?","1919 yılında Mustafa Kemal Atatürk, 19 Mayıs'ta Samsun'a çıkarak Türk Kurtuluş Savaşı'nı başlattı.",çöküş
"Türk Kurtuluş Savaşı'nı başlatan olay nedir ve tarihi?","1919 yılında Mustafa Kemal Atatürk, 19 Mayıs'ta Samsun'a çıkarak Türk Kurtuluş Savaşı'nı başlattı.",çöküş
"Atatürk hangi tarihte Samsun'a çıktı?","1919 yılında Mustafa Kemal Atatürk, 19 Mayıs'ta Samsun'a çıkarak Türk Kurtuluş Savaşı'nı başlattı.",çöküş
"Sevr Antlaşması ne zaman imzalandı ve Osmanlı için ne öngörüyordu?","10 Ağustos 1920'de imzalanan Sevr Antlaşması, Osmanlı'nı küçük bir Anadolu devletine indirgeyen ağır bir barış antlaşmasıydı; ancak uygulanamadı.",çöküş
"Osmanlı'nın imzaladığı ancak yürürlüğe girmeyen ağır barış antlaşması hangisidir ve ne zaman imzalanmıştır?","10 Ağustos 1920'de imzalanan Sevr Antlaşması, Osmanlı'nı küçük bir Anadolu devletine indirgeyen ağır bir barış antlaşmasıydı; ancak uygulanamadı.",çöküş
"Sevr Antlaşması'nın Osmanlı Devleti'ne getirdiği şartlar nelerdir?","10 Ağustos 1920'de imzalanan Sevr Antlaşması, Osmanlı'nı küçük bir Anadolu devletine indirgeyen ağır bir barış antlaşmasıydı; ancak uygulanamadı.",çöküş
"10 Ağustos 1920'de imzalanan ve Türk milleti tarafından kabul edilmeyen antlaşma hangisidir?","10 Ağustos 1920'de imzalanan Sevr Antlaşması, Osmanlı'nı küçük bir Anadolu devletine indirgeyen ağır bir barış antlaşmasıydı; ancak uygulanamadı.",çöküş
"Büyük Taarruz ne zaman yapıldı ve sonucunda ne oldu?","1922 yılında Büyük Taarruz (Ağustos) ile Yunan ordusu kesin yenilgiye uğratıldı ve 9 Eylül'de İzmir kurtarıldı.",çöküş
"Yunan ordusu Anadolu'dan hangi savaşın ardından çekildi ve hangi yılda?","1922 yılında Büyük Taarruz (Ağustos) ile Yunan ordusu kesin yenilgiye uğratıldı ve 9 Eylül'de İzmir kurtarıldı.",çöküş
"Başkomutanlık Meydan Muharebesi hangi yılda kazanıldı?","1922 yılında Büyük Taarruz (Ağustos) ile Yunan ordusu kesin yenilgiye uğratıldı ve 9 Eylül'de İzmir kurtarıldı.",çöküş
"İzmir'in kurtuluşu hangi tarihte gerçekleşti?","1922 yılında Büyük Taarruz (Ağustos) ile Yunan ordusu kesin yenilgiye uğratıldı ve 9 Eylül'de İzmir kurtarıldı.",çöküş
"Saltanat hangi yılda ve hangi kurum tarafından kaldırıldı?","1 Kasım 1922'de TBMM, saltanatı kaldırarak Osmanlı Devleti'nin siyasi varlığına son verdi.",çöküş
"Osmanlı padişahlığına hangi tarihte son verildi ve kararı kim aldı?","1 Kasım 1922'de TBMM, saltanatı kaldırarak Osmanlı Devleti'nin siyasi varlığına son verdi.",çöküş
"1 Kasım 1922'de Türkiye Büyük Millet Meclisi hangi kurumu kaldırdı?","1 Kasım 1922'de TBMM, saltanatı kaldırarak Osmanlı Devleti'nin siyasi varlığına son verdi.",çöküş
"Saltanatın kaldırılması olayı hakkında bilgi verir misin?","1 Kasım 1922'de TBMM, saltanatı kaldırarak Osmanlı Devleti'nin siyasi varlığına son verdi.",çöküş
"Cumhuriyet ne zaman ilan edildi?","29 Ekim 1923'te Türkiye Cumhuriyeti ilan edildi.",çöküş
"Türkiye Cumhuriyeti'nin kuruluş tarihi nedir?","29 Ekim 1923'te Türkiye Cumhuriyeti ilan edildi.",çöküş
"Cumhuriyetin ilanı hangi yılda gerçekleşti?","29 Ekim 1923'te Türkiye Cumhuriyeti ilan edildi.",çöküş
"29 Ekim 1923'te ne ilan edildi?","29 Ekim 1923'te Türkiye Cumhuriyeti ilan edildi.",çöküş
"Hilafet hangi yılda kaldırıldı ve Osmanlı Hanedanı'na ne oldu?","3 Mart 1924'te TBMM, halifeliği kaldırarak Osmanlı Hanedanı'nı sürgüne gönderdi.",çöküş
"Osmanlı Hanedanı'nın Türkiye'den sürgün edilmesi hangi tarihte oldu ve neden?","3 Mart 1924'te TBMM, halifeliği kaldırarak Osmanlı Hanedanı'nı sürgüne gönderdi.",çöküş
"Halifelik ne zaman kaldırıldı ve hangi kurum tarafından?","3 Mart 1924'te TBMM, halifeliği kaldırarak Osmanlı Hanedanı'nı sürgüne gönderdi.",çöküş
"Son halife Abdülmecid Efendi hangi tarihte sürgüne gönderildi?","3 Mart 1924'te TBMM, halifeliği kaldırarak Osmanlı Hanedanı'nı sürgüne gönderdi.",çöküş
